date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:10	4180/4180	---M-Z	200	added ('OK')	text/html	etag:%221054-6757d5a0-83ed8092b15bbe9b;gz%22	https://softivuspro.com/bankhub-html/sign-in.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/sign-in.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:11	1997/1997	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:30:11%20GMT	https://softivuspro.com/bankhub-html/assets/images/logo.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/logo.png	(from https://softivuspro.com/bankhub-html/index.html)
00:30:12	2022/2022	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:30:12%20GMT	https://softivuspro.com/bankhub-html/assets/images/logo-text.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/logo-text.png	(from https://softivuspro.com/bankhub-html/index.html)
00:30:14	72609/72609	---M-Z	200	added ('OK')	text/html	etag:%2211ba1-6757d5a0-b67af3c1f963872e;gz%22	https://softivuspro.com/bankhub-html/dashboard-02.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/dashboard-02.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:15	61447/61447	---M-Z	200	added ('OK')	text/html	etag:%22f007-6757d5a0-b42ea091530084bc;gz%22	https://softivuspro.com/bankhub-html/dashboard-03.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/dashboard-03.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:16	70381/70381	---M-Z	200	added ('OK')	text/html	etag:%22112ed-6757d5a0-722f77dddaa7bfb0;gz%22	https://softivuspro.com/bankhub-html/dashboard-04.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/dashboard-04.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:17	63502/63502	---M-Z	200	added ('OK')	text/html	etag:%22f80e-6757d5a0-5fcd8c7c85865ead;gz%22	https://softivuspro.com/bankhub-html/dashboard-05.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/dashboard-05.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:18	106721/106721	---M-Z	200	added ('OK')	text/html	etag:%221a0e1-6757d5a0-4242d7ec2c6ef6f8;gz%22	https://softivuspro.com/bankhub-html/bank-account.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/bank-account.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:19	78433/78433	---M-Z	200	added ('OK')	text/html	etag:%2213261-6757d5a0-a8db82d66a25349c;gz%22	https://softivuspro.com/bankhub-html/account-overview.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/account-overview.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:20	74187/74187	---M-Z	200	added ('OK')	text/html	etag:%22121cb-6757d5a0-3b69315d363386be;gz%22	https://softivuspro.com/bankhub-html/account-details.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/account-details.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:21	68751/68751	---M-Z	200	added ('OK')	text/html	etag:%2210c8f-6757d5a0-46ad501d3d9b0de9;gz%22	https://softivuspro.com/bankhub-html/deposit-details.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/deposit-details.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:22	83068/83068	---M-Z	200	added ('OK')	text/html	etag:%221447c-6757d5a0-56cef02acf967ff8;gz%22	https://softivuspro.com/bankhub-html/card-overview.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/card-overview.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:23	61429/61429	---M-Z	200	added ('OK')	text/html	etag:%22eff5-6757d5a0-4db4c548db1a527a;gz%22	https://softivuspro.com/bankhub-html/card-details.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/card-details.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:24	74424/74424	---M-Z	200	added ('OK')	text/html	etag:%22122b8-6757d5a0-e90574498f223175;gz%22	https://softivuspro.com/bankhub-html/transaction-01.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/transaction-01.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:25	77559/77559	---M-Z	200	added ('OK')	text/html	etag:%2212ef7-6757d5a0-d44543423562a9d;gz%22	https://softivuspro.com/bankhub-html/transaction-02.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/transaction-02.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:26	95752/95752	---M-Z	200	added ('OK')	text/html	etag:%2217608-6757d5a0-3d166aed3ad41ab2;gz%22	https://softivuspro.com/bankhub-html/transaction-03.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/transaction-03.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:27	78780/78780	---M-Z	200	added ('OK')	text/html	etag:%22133bc-6757d5a0-962609f7f985a249;gz%22	https://softivuspro.com/bankhub-html/payment-overview.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/payment-overview.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:28	91863/91863	---M-Z	200	added ('OK')	text/html	etag:%22166d7-6757d5a0-d586ce7beecace13;gz%22	https://softivuspro.com/bankhub-html/providers.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/providers.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:29	68178/68178	---M-Z	200	added ('OK')	text/html	etag:%2210a52-6757d5a0-2365dfffee315ad;gz%22	https://softivuspro.com/bankhub-html/exchange.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/exchange.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:30	52351/52351	---M-Z	200	added ('OK')	text/html	etag:%22cc7f-6757d5a0-6b4514b515666523;gz%22	https://softivuspro.com/bankhub-html/make-payment.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/make-payment.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:31	51913/51913	---M-Z	200	added ('OK')	text/html	etag:%22cac9-6757d5a0-bf3e8b32a5e736d3;gz%22	https://softivuspro.com/bankhub-html/add-contact.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/add-contact.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:32	83959/83959	---M-Z	200	added ('OK')	text/html	etag:%22147f7-6757d5a0-d351b75f3b20f6d5;gz%22	https://softivuspro.com/bankhub-html/transfer-overview.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/transfer-overview.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:33	68923/68923	---M-Z	200	added ('OK')	text/html	etag:%2210d3b-6757d5a0-9ed070a70dc2f0f9;gz%22	https://softivuspro.com/bankhub-html/make-transfer.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/make-transfer.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:34	55036/55036	---M-Z	200	added ('OK')	text/html	etag:%22d6fc-6757d5a0-ac788e6edc0e28b3;gz%22	https://softivuspro.com/bankhub-html/add-new.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/add-new.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:35	69077/69077	---M-Z	200	added ('OK')	text/html	etag:%2210dd5-6757d5a0-8d0843826cc1ba8b;gz%22	https://softivuspro.com/bankhub-html/invoice-01.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/invoice-01.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:36	73832/73832	---M-Z	200	added ('OK')	text/html	etag:%2212068-6757d5a0-9c78f1258f4e8bb1;gz%22	https://softivuspro.com/bankhub-html/invoice-02.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/invoice-02.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:37	79746/79746	---M-Z	200	added ('OK')	text/html	etag:%2213782-6757d5a0-842790c97b503afb;gz%22	https://softivuspro.com/bankhub-html/trading-01.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/trading-01.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:38	79122/79122	---M-Z	200	added ('OK')	text/html	etag:%2213512-6757d5a0-8d91fc6b09beb239;gz%22	https://softivuspro.com/bankhub-html/trading-02.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/trading-02.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:39	80465/80465	---M-Z	200	added ('OK')	text/html	etag:%2213a51-6757d5a0-caf390f9a93b7258;gz%22	https://softivuspro.com/bankhub-html/trading-03.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/trading-03.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:40	58691/58691	---M-Z	200	added ('OK')	text/html	etag:%22e543-6757d5a0-d74abbc7c89faaa2;gz%22	https://softivuspro.com/bankhub-html/reports-01.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/reports-01.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:41	51481/51481	---M-Z	200	added ('OK')	text/html	etag:%22c919-6757d5a0-a56c2ee204cf6e01;gz%22	https://softivuspro.com/bankhub-html/reports-02.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/reports-02.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:42	55458/55458	---M-Z	200	added ('OK')	text/html	etag:%22d8a2-6757d5a0-92707240945f82d4;gz%22	https://softivuspro.com/bankhub-html/social-network.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/social-network.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:43	68649/68649	---M-Z	200	added ('OK')	text/html	etag:%2210c29-6757d5a0-8ee6ac453b1d0590;gz%22	https://softivuspro.com/bankhub-html/notification.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/notification.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:44	56165/56165	---M-Z	200	added ('OK')	text/html	etag:%22db65-6757d5a0-a3f28db8e97e55d6;gz%22	https://softivuspro.com/bankhub-html/payment-limits.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/payment-limits.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:45	5294/5294	---M-Z	200	added ('OK')	text/html	etag:%2214ae-6757d5a0-f55dcbaebb47e422;gz%22	https://softivuspro.com/bankhub-html/sign-up.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/sign-up.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:46	3051/3051	---M-Z	200	added ('OK')	text/html	etag:%22beb-6757d5a0-c9ead8ccb785d9bc;gz%22	https://softivuspro.com/bankhub-html/signin-qrcode.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/signin-qrcode.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:47	1853/1853	---M-Z	200	added ('OK')	text/html	etag:%2273d-6757d5a0-c8c10bfc4fc8786e;gz%22	https://softivuspro.com/bankhub-html/404.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/404.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:49	64395/64395	---M-Z	200	added ('OK')	text/html	etag:%22fb8b-6757d5a0-5781cd5253eed83e;gz%22	https://softivuspro.com/bankhub-html/privacy-policy.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/privacy-policy.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:50	53599/53599	---M-Z	200	added ('OK')	text/html	etag:%22d15f-6757d5a0-8acff2f6b0a0c10c;gz%22	https://softivuspro.com/bankhub-html/contact-us.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/contact-us.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:51	98461/98461	---M-Z	200	added ('OK')	text/html	etag:%221809d-6757d5a0-53e2499c1209468;gz%22	https://softivuspro.com/bankhub-html/components.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/components.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:52	46258/46258	---M-Z	200	added ('OK')	text/html	etag:%22b4b2-6757d5a0-551c3a88a3568166;gz%22	https://softivuspro.com/bankhub-html/getting-started.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/getting-started.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:53	46584/46584	---M-Z	200	added ('OK')	text/html	etag:%22b5f8-6757d5a0-34073b93f96cc78e;gz%22	https://softivuspro.com/bankhub-html/configuration.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/configuration.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:54	45094/45094	---M-Z	200	added ('OK')	text/html	etag:%22b026-6757d5a0-7095b0bb6501c2ae;gz%22	https://softivuspro.com/bankhub-html/dark-mode.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/dark-mode.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:55	44197/44197	---M-Z	200	added ('OK')	text/html	etag:%22aca5-6757d5a0-5cd9cbda7e8a9ba2;gz%22	https://softivuspro.com/bankhub-html/color.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/color.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:56	44963/44963	---M-Z	200	added ('OK')	text/html	etag:%22afa3-6757d5a0-610a52129e68bf63;gz%22	https://softivuspro.com/bankhub-html/styling.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/styling.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:56	49656/49656	---M-Z	200	added ('OK')	text/html	etag:%22c1f8-6757d5a0-a66706901850672;gz%22	https://softivuspro.com/bankhub-html/plugins.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/plugins.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:58	44647/44647	---M-Z	200	added ('OK')	text/html	etag:%22ae67-6757d5a0-f628676af517c14c;gz%22	https://softivuspro.com/bankhub-html/layout.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/layout.html	(from https://softivuspro.com/bankhub-html/index.html)
00:30:59	45990/45990	---M-Z	200	added ('OK')	text/html	etag:%22b3a6-6757d5a0-ea93ed39c16b75f4;gz%22	https://softivuspro.com/bankhub-html/webpack.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/webpack.html	(from https://softivuspro.com/bankhub-html/index.html)
00:31:00	43928/43928	---M-Z	200	added ('OK')	text/html	etag:%22ab98-6757d5a0-5126e54ef4a2486d;gz%22	https://softivuspro.com/bankhub-html/changelog.html	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/changelog.html	(from https://softivuspro.com/bankhub-html/index.html)
00:31:01	7618/7618	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:00%20GMT	https://softivuspro.com/bankhub-html/assets/images/upgrade.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/upgrade.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:02	930/930	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:01%20GMT	https://softivuspro.com/bankhub-html/assets/images/paypal.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/paypal.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:03	1246/1246	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:03%20GMT	https://softivuspro.com/bankhub-html/assets/images/visa.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/visa.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:04	1368/1368	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:04%20GMT	https://softivuspro.com/bankhub-html/assets/images/payoneer.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/payoneer.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:05	3251/3251	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:05%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-1.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-1.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:06	3891/3891	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:06%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-2.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-2.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:07	2834/2834	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:07%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-3.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-3.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:08	2988/2988	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:08%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-8.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-8.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:09	2711/2711	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:09%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-4.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-4.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:10	4494/4494	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:10%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-5.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-5.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:10	4664/4664	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:10%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-6.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-6.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:11	4729/4729	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:11%20GMT	https://softivuspro.com/bankhub-html/assets/images/card-sm-7.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/card-sm-7.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:13	2590/2590	---M--	200	added ('OK')	image/png	date:Fri,%2023%20May%202025%2023:31:12%20GMT	https://softivuspro.com/bankhub-html/assets/images/placeholder.png	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/images/placeholder.png	(from https://softivuspro.com/bankhub-html/index.html)
00:31:14	60/60	---M--	302	error ('Found')	text/plain	date:Fri,%2023%20May%202025%2023:31:14%20GMT	https://unpkg.com/@popperjs/core@2/dist/umd/popper.min.js	/Users/macbookair/websites/workk/unpkg.com/@popperjs/core@2/dist/umd/popper.min.53.delayed	(from https://softivuspro.com/bankhub-html/index.html)
00:31:15	20122/20122	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:11%20GMT	https://unpkg.com/@popperjs/core@2.11.8/dist/umd/popper.min.js	/Users/macbookair/websites/workk/unpkg.com/@popperjs/core@2.11.8/dist/umd/popper.min.js	(from https://softivuspro.com/bankhub-html/index.html)
00:31:16	55/55	---M--	302	error ('Found')	text/plain	date:Fri,%2023%20May%202025%2023:31:16%20GMT	https://unpkg.com/tippy.js@6/dist/tippy-bundle.umd.js	/Users/macbookair/websites/workk/unpkg.com/tippy.js@6/dist/tippy-bundle.umd.55.delayed	(from https://softivuspro.com/bankhub-html/index.html)
00:31:17	79783/79783	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:21%20GMT	https://unpkg.com/tippy.js@6.3.7/dist/tippy-bundle.umd.js	/Users/macbookair/websites/workk/unpkg.com/tippy.js@6.3.7/dist/tippy-bundle.umd.js	(from https://softivuspro.com/bankhub-html/index.html)
00:31:18	9413/9413	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224c5-6757d5a0-b6f27acc6ec964f1;gz%22	https://softivuspro.com/bankhub-html/assets/js/libs/nice-select2.js	/Users/macbookair/websites/workk/softivuspro.com/bankhub-html/assets/js/libs/nice-select2.js	(from https://softivuspro.com/bankhub-html/index.html)
00:31:18	59/59	---M--	302	error ('Found')	text/plain	date:Fri,%2023%20May%202025%2023:31:18%20GMT	https://unpkg.com/js-datepicker	/Users/macbookair/websites/workk/unpkg.com/js-datepicker	(from https://softivuspro.com/bankhub-html/index.html)
